56.989111,4.930946, 34
56.561184,4.942959, 111
56.521672,4.30136, 34
57.02679,3.750102, 56
56.969751,2.973622, 56
57.20545,5.155691, 39
56.749867,5.072381, 39
56.743708,4.939852, 56
57.191804,5.091098, 64
57.181264,5.281315, 24
56.666828,4.100076, 34
56.453166,4.495622, 56
56.772544,4.546498, 64
56.619822,5.080078, 64
57.177834,5.252178, 64
57.443947,4.902963, 111
56.75592,5.003674, 111
57.105563,5.33045, 24
57.136861,5.28153, 111
57.141232,5.297527, 111
57.451031,5.207898, 64
56.80043,4.90396, 34
56.750051,4.895471, 39
57.44968,4.94178, 64
57.59082,5.572781, 39
57.028428,5.354204, 111
57.441488,4.852464, 111
57.007158,5.40544, 111
57.177613,5.095423, 111
57.088973,5.193631, 39
57.007857,4.928764, 111
56.823277,4.761005, 24
56.573309,4.838285, 24
56.743697,5.030343, 111
56.810647,4.840892, 56
56.750792,4.969004, 111
56.810877,4.884907, 111
56.817603,4.773698, 64
56.638314,5.010284, 111
56.831736,4.694917, 111
56.568093,4.882114, 111
56.963609,4.58712, 56
56.329324,4.237534, 111
56.570915,4.470636, 34
57.035719,3.688787, 111
57.309227,4.999953, 111
56.904733,3.297946, 34
57.299554,5.048945, 24
56.893606,3.292356, 34
